,brand,model,price (eur),engine,year,mileage (kms),fuel,gearbox,location
490,Audi,A3,16490,design edition 1.6 TDI Sedan,2016,133000,Diésel,Manual,Gavá
491,Ford,Kuga,15490,1.5 EcoBoost 110kW A-S-S 4x2 Trend+,2017,67517,Gasolina,Manual,Hospitalet
492,Citroen,C4,11990,C4 BlueHDi 88KW (120CV) Feel Edition,2016,70000,Diésel,Manual,Granollers
493,Volkswagen,Scirocco,14990,1.4 TSI 125CV R-Line BMT,2015,90083,Gasolina,Manual,Viladecans
494,BMW,i3,20490,94ah,2018,90680,Eléctrico,Automatica,Viladecans
495,BMW,Serie 4,25490,420d xDrive Automática Gran Coupe,2016,100192,Diésel,Automatica,Viladecans
496,Toyota,C-HR,19990,1.8 125H Active,2018,49424,Híbrido,Automatica,Viladecans
497,Peugeot,208,9990,5P ACCESS 1.0L PureTech 68,2016,47658,Gasolina,Manual,Viladecans
498,Mini,Countryman,10490,1.6 One D,2013,160500,Diésel,Manual,Granollers
499,Volkswagen,Scirocco,13990,2.0 TDI 177cv DSG,2013,125000,Diésel,Automatica,Granollers
500,Abarth,500,13990,1.4 16v T-Jet 135cv E6,2015,43000,Gasolina,Manual,Granollers
501,Toyota,Auris,15490,1.8 140H Hybrid Active,2018,82800,Híbrido,Automatica,Granollers
502,Mercedes,Benz Clase CLA,21990,CLA 200 d,2017,128754,Diésel,Manual,Gavá
503,SEAT,Altea,5990,1.6 TDI 105cv Style Ecomotive,2010,132699,Diésel,Manual,Gavá
504,Kia,Carens,9990,1.7 CRDi VGT 136CV Drive 5pl,2015,113299,Diésel,Manual,Gavá
505,Citroen,Berlingo,19990,Talla M PureTech 110 S&S SHINE XTR,2019,45000,Gasolina,Manual,Gavá
506,SEAT,Leon,14990,ST 2.0 TDI 150cv 4Drive St&Sp X-perience,2015,122631,Diésel,Manual,Esplugas
507,Volkswagen,Tiguan,15990,T1 2.0 TDI 110CV BMT 4x2,2016,151500,Diésel,Manual,Granollers
508,Volkswagen,Multivan,34490,Premium Corto 2.0 TDI 110kW BMT DSG,2016,83000,Diésel,Automatica,Esplugas
509,Mazda,Mazda3,14490,2.0 GE 120 AT Style Confort SDN,2015,85000,Gasolina,Automatica,Hospitalet
510,Renault,Scenic,10490,Limited Energy Tce 115,2014,73196,Gasolina,Manual,Sabadell 1
511,Peugeot,2008,13470,Style 1.2L PureTech 81KW (110CV)S&S EAT6,2017,59283,Gasolina,Automatica,Sabadell 1
512,Audi,Q3,17180,1.4 TFSI 150cv S tronic Ambition,2014,130601,Gasolina,Automatica,Sabadell 1
513,BMW,Serie 3,19990,330d,2015,150000,Diésel,Automatica,Sabadell 1
514,Jeep,Renegade,17990,1.0G 88kW Longitude 4x2,2019,38500,Gasolina,Manual,Badalona
515,Mitsubishi,ASX,17990,160 MPI Motion,2018,31100,Gasolina,Manual,Badalona
516,Dacia,Duster,17990,SL Aniversario TCE 110kW (150CV) 4X2 GPF,2020,26500,Gasolina,Manual,Badalona
517,Fiat,500L,12990,Pop Star 1.6 16v Mjet 88kW (120CV) S&S,2016,52102,Diésel,Manual,Hospitalet
518,Peugeot,3008,20990,2.0BLUEHDI 110KW (150CV) GT LINE S&S,2017,64200,Diésel,Manual,Badalona
519,Citroen,C1,9490,PureTech 60KW (82CV) Feel,2018,16000,Gasolina,Manual,Hospitalet
520,Peugeot,308,17990,GT Line PureTech 130 S&S EAT8,2019,68200,Gasolina,Automatica,Badalona
521,SEAT,Leon,19990,ST 2.0 TDI 110kW (150CV) DSG-6 St&Sp FR,2018,71520,Diésel,Automatica,Badalona
522,Renault,Captur,11990,Zen Energy TCe 90 eco2 Euro 6,2015,49100,Gasolina,Manual,Badalona
523,Citroen,C3,10990,PureTech 60KW (82CV) FEEL,2018,34000,Gasolina,Manual,Badalona
524,BMW,X2,30990,sDrive18d,2018,63166,Diésel,Automatica,Viladecans
525,SEAT,Leon,24790,2.0 TSI 221kW (300CV) St&Sp CUPRA,2018,62147,Gasolina,Manual,Viladecans
526,Mazda,CX-5,12490,2.2 110kW (150CV) DE 4WD Luxury,2016,198000,Diésel,Manual,Viladecans
527,Peugeot,3008,19990,1.5L BlueHDi 96kW (130CV) S&S GT Line,2018,114000,Diésel,Automatica,Sabadell 3
528,Peugeot,208,11490,5P STYLE S 1.6 BlueHDi 73KW (100CV),2017,78000,Diésel,Manual,Sabadell 3
529,Opel,Insignia,13490,GS 1.6 CDTi 81kW ecoTEC D Business,2017,110000,Diésel,Manual,Sabadell 3
530,SEAT,Ateca,19490,1.0 TSI 85kW (115CV) St&Sp Style Eco,2020,32000,Gasolina,Manual,Sabadell 3
531,Volkswagen,Sharan,23990,Advance 2.0 TDI 150CV 4Motion BMT,2016,87000,Diésel,Manual,Sabadell 3
532,Nissan,JUKE,12490,G EU6 86 kW (117 CV) XTRONIC N-CONNECTA,2017,97700,Gasolina,Automatica,Sabadell 3
533,Dacia,Logan,9490,Ambiance 1.2 75 EU6,2016,4840,Gasolina,Manual,Sabadell 3
534,Lexus,IS,20490,2.5 300h Business,2018,91620,Híbrido,Automatica,Sabadell 3
535,Peugeot,2008,19990,Allure Puretech 100 S&S BVM6,2020,23000,Gasolina,Manual,Sabadell 3
536,Ford,Focus,11990,1.0 Ecoboost Auto-St.-St. 92kW Business,2017,61901,Gasolina,Manual,Esplugas
537,Nissan,X-Trail,16990,1.6 dCi XTRONIC TEKNA,2017,99566,Diésel,Manual,Esplugas
538,Volkswagen,Golf,16990,Advance 2.0 TDI 150CV BMT,2016,21416,Diésel,Manual,Esplugas
539,Citroen,C4 Cactus,14490,PureTech 110 S&S Feel,2020,24060,Gasolina,Manual,Esplugas
540,Dacia,Sandero,8490,SL AuDacia dCi 90,2015,21050,Diésel,Manual,Sabadell 1
541,Citroen,C4 Cactus,11490,BlueHDi 73KW (100CV) Feel,2017,117409,Diésel,Manual,Viladecans
542,Toyota,Land Cruiser,32990,2.8 D-4D VX,2016,52345,Diésel,Manual,Mataró
543,Alfa,Romeo Mito,7990,1.3 JTDm 85CV S&S Distinctive,2014,76586,Diésel,Manual,Gavá
544,Jaguar,XF,10990,3.0 V6 Diésel Luxury,2011,163000,Diésel,Automatica,Gavá
545,Nissan,JUKE,13990,G E6D-Temp 83kW(112CV) 5M/T BOSE PE BLA.,2019,43339,Gasolina,Manual,Badalona
546,Toyota,Yaris,13490,1.5 Hybrid Active,2017,79648,Híbrido,Automatica,Mataró
547,Renault,Clio,8290,1.0  GASOLINA 90CV ,2013,102000,Gasolina,Manual,Sabadell 2
548,Hyundai,Tucson,16990,1.6 GDi Tecno 4x2,2018,53507,Gasolina,Manual,Viladecans
549,Kia,Rio,7990,1.2 CVVT 85cv Concept,2014,75830,Gasolina,Manual,Mataró
550,Volkswagen,Golf,23990,Life 1.5 TSI 96kW (130CV),2020,14722,Gasolina,Manual,Mataró
551,Kia,Sportage,21990,1.6 T-GDi 130kW (177CV) GT Line 4x4,2018,17228,Gasolina,Automatica,Mataró
552,Kia,Ceed,12990,1.0 T-GDi 74 kW Concept Plus Eco-Dynam,2018,52127,Gasolina,Manual,Viladecans
553,BMW,Serie 1,13990,116d EfficientDynamics,2015,52407,Diésel,Manual,Granollers
554,Porsche,Cayenne,22990,3.0 S Hybrid Tiptronic,2011,169227,Híbrido,Automatica,Gavá
555,Ford,Focus,10490,1.0 Ecoboost Auto-Start-Stop 100cv Trend,2014,93000,Gasolina,Manual,Mataró
556,Peugeot,2008,21790,Allure Pack BlueHDI 81kW (110CV),2021,2054,Diésel,Manual,Viladecans
557,Abarth,500,15490,1.4 16v T-Jet 595 118kW (160CV) Pista E6,2018,51116,Gasolina,Manual,Viladecans
558,Renault,Megane,12490,Bose Energy dCi 96kW (130CV),2016,102782,Diésel,Manual,Viladecans
559,Ford,Fiesta,15490,1.0 EcoBoost 70kW (95CV) ST-Line S/S 5p,2019,6500,Gasolina,Manual,Gavá
560,Alfa,Romeo Mito,9990,1.3 JTDM 85cv TECH A+B 5M Junior,2015,44500,Diésel,Manual,Sabadell 1
561,SEAT,Ibiza,8990,1.2 12v 70cv Reference ITech 30 Aniv,2015,28500,Gasolina,Manual,Sabadell 2
562,BMW,X3,30490,xDrive20d,2018,160816,Diésel,Automatica,Viladecans
563,BMW,Serie 3,17990,318d,2016,91467,Diésel,Manual,Viladecans
564,Kia,Ceed,13490,1.6 CRDi VGT 100kW (136CV) Drive,2018,72263,Diésel,Manual,Viladecans
565,Ford,Grand C-Max,15990,1.0 EcoBoost 92kW (125CV) Titanium,2019,59500,Gasolina,Manual,Sabadell 1
566,Peugeot,3008,11430,Style 1.6 BlueHDI 120 FAP,2016,94500,Diésel,Manual,Sabadell 1
567,Lexus,CT,17990,1.8 200h Business,2018,82167,Híbrido,Automatica,Sabadell 3
568,Renault,Scenic,10520,Selection Energy Tce 115,2015,55000,Gasolina,Manual,Sabadell 1
569,Volkswagen,Polo,11990,Sport 1.2 TSI 90cv BMT by R-Line,2015,76490,Gasolina,Manual,Hospitalet
570,Opel,Corsa,10990,1.4 Color Edition 90 CV,2016,32200,Gasolina,Manual,Mataró
571,Renault,Clio,18990,RS Energy 147kW (200CV) EDC,2017,72000,Gasolina,Automatica,Sabadell 1
572,Kia,Sportage,15490,1.6 GDi 97kW (132CV) Emotion 4x2,2017,93232,Gasolina,Manual,Sabadell 1
573,Nissan,Qashqai,10770,1.5dCi S&S ACENTA 4x2,2014,147169,Diésel,Manual,Sabadell 1
574,DS,DS 4,8790,1.6 HDi 90cv Design,2015,91700,Diésel,Manual,Sabadell 1
575,Audi,A5,20970,Sportback 2.0 TDI clean 190CV quat S tro,2016,102000,Diésel,Automatica,Sabadell 1
576,SEAT,Leon,18990,1.5 TSI 110kW (150CV) St&Sp FR,2019,51850,Gasolina,Manual,Sabadell 1
577,SEAT,Leon,21990,CUPRA 290 DSG,2017,93298,Gasolina,Automatica,Esplugas
578,BMW,Serie 1,14990,118d PACK-M,2015,116900,Diésel,Manual,Hospitalet
579,Audi,Q3,22990,1.4 TFSI 150CV S tronic CoD,2016,101794,Gasolina,Automatica,Esplugas
580,Fiat,Tipo,8990,1.4 T-Jet 16v Lounge 88kW (120CV) GLP,2018,118548,GLP,Manual,Esplugas
581,SEAT,Arona,13990,1.0 TSI 70kW (95CV) Style Ecomotive,2018,44979,Gasolina,Manual,Esplugas
582,BMW,X4,23490,xDrive30d,2014,168900,Diésel,Automatica,Hospitalet
583,Toyota,Verso,15990,1.6 130 Advance 5pl.,2018,71000,Gasolina,Manual,Hospitalet
584,Audi,A1,17990,Adrenalin 1.6 TDI 85kW (116CV) Sportback,2018,54900,Diésel,Manual,Hospitalet
585,Mercedes,Benz Clase A,15490,A 180 CDI Style,2015,120600,Diésel,Automatica,Hospitalet
586,Ford,Fiesta,8490,1.25 Duratec 60cv Trend 5p,2015,51995,Gasolina,Manual,Hospitalet
587,Jeep,Renegade,12990,1.6 Mjet Limited 4x2,2015,141653,Diésel,Manual,Esplugas
588,SEAT,Altea,7490,1.6 TDI 105cv Reference E-Ecomotive,2012,169999,Diésel,Manual,Gavá
589,Citroen,Grand C4 Picasso,14490,BlueHDi 120cv EAT6 Feel,2016,98000,Diésel,Automatica,Gavá
590,Dacia,Lodgy,9990,Laureate TCE 85kW (115CV) 7Pl,2017,84000,Gasolina,Manual,Badalona
591,Mazda,Mazda6,14990,2.2 DE 175cv Luxury,2015,91930,Diésel,Manual,Hospitalet
592,BMW,Serie 2 Active Tourer,18990,218d,2017,83000,Diésel,Manual,Granollers
593,SEAT,Ibiza,11490,1.0 EcoTSI 70kW (95CV) Style,2018,94230,Gasolina,Manual,Granollers
594,Subaru,Forester,28650,2.0i Hybrid CVT Executive Plus,2020,15135,Híbrido,Automatica,Sabadell 1
595,Mini,Countryman,13990,2.0 Cooper SD,2013,121196,Diésel,Automatica,Mataró
596,Audi,A3,11990,Sportback 1.4 TFSI 125cv Ambition,2011,107802,Gasolina,Manual,Mataró
597,Ford,Fiesta,9990,1.0 EcoBoost 100cv Trend 5p,2016,91321,Gasolina,Manual,Mataró
598,Kia,Soul EV,16490,Eléctrico (CHAdeMO),2016,54700,Eléctrico,Automatica,Badalona
599,Opel,Combo,8990,Cargo 1.3 CDTI L1 H1,2016,99769,Diésel,Manual,Mataró
600,Nissan,Micra,12290,5p IG-T TEKNA,2017,57819,Gasolina,Manual,Mataró
601,Honda,CR-V,14990,2.2 i-DTEC Innova,2014,153286,Diésel,Manual,Hospitalet
602,Mini,CLUBMAN,19990,COOPER D JOHN COOPER WORKS LINE,2019,21129,Diésel,Automatica,Gavá
603,Citroen,C4 Picasso,7990,1.6 HDi CMP Exclusive S&S,2013,114000,Diésel,Automatica,Badalona
604,SEAT,Ibiza,11990,1.6 TDI 70kW (95CV) Reference,2018,49276,Diésel,Manual,Sabadell 1
605,BMW,X4,24490,xDrive20d,2016,126119,Diésel,Automatica,Gavá
606,Mazda,CX-5,12990,2.2 175cv DE 4WD AT Luxury,2013,169800,Diésel,Automatica,Badalona
607,Citroen,C4 Cactus,10990,BlueHDi 73KW (100CV) ETG6 Feel Edition,2017,100546,Diésel,Manual,Badalona
608,Volkswagen,Golf,26990,GTI Clubsport 2.0 TSI BMT,2017,39400,Gasolina,Manual,Granollers
609,Mercedes,Benz Clase B,18490,B 200 d AMG,2017,114000,Diésel,Automatica,Sabadell 1
610,Nissan,Micra,12220,IG-T 66kW (90 CV) E6D CVT N-Connecta,2019,44990,Gasolina,Manual,Sabadell 1
611,Renault,Clio,8490,Dynamique Energy TCe 90 S&S eco2,2014,97970,Gasolina,Manual,Viladecans
612,BMW,Serie 1,14990,116d,2018,97265,Diésel,Manual,Viladecans
613,Mitsubishi,ASX,14490,160 MPI Motion,2017,90455,Gasolina,Manual,Sabadell 3
614,Kia,Ceed,17990,1.4 T-GDi 103kW GT Line DCT,2019,44230,Gasolina,Manual,Sabadell 3
615,Mercedes,Benz Clase C,49990,Mercedes-AMG C 63 Estate,2017,63202,Gasolina,Automatica,Mataró
616,Nissan,Micra,14490,IG-T 68 kW (92 CV) CVT N-Design Chrome,2021,4400,Gasolina,Automatica,Sabadell 3
617,Citroen,Berlingo,19990,Talla M PureTech 110 S&S FEEL,2019,35050,Gasolina,Manual,Badalona
618,Opel,Insignia,6990,1.8 16v Essentia,2011,134000,Gasolina,Manual,Sabadell 1
619,Hyundai,Tucson,15490,1.7CRDi 85kW (115CV) BD 25 Aniversa. 4x2,2016,125000,Diésel,Manual,Sabadell 1
620,Opel,Astra,17990,1.6 CDTi S/S 100kW (136CV) GSi Line,2019,22900,Diésel,Manual,Badalona
621,Toyota,Auris,10990,1.8 140H Business,2015,146500,Híbrido,Automatica,Sabadell 2
622,Citroen,C4,7490,1.6 HDi 110cv Seduction,2012,133744,Diésel,Manual,Esplugas
623,BMW,X2,25990,sDrive18d,2018,99990,Diésel,Automatica,Esplugas
624,Abarth,500,21990,1.4 16v T-Jet 595 118kW (160CV) Pista E6,2017,45845,Gasolina,Manual,Esplugas
625,SEAT,Ibiza,13490,1.0 EcoTSI 70kW (95CV) Style,2018,27392,Gasolina,Manual,Esplugas
626,Ford,Focus,17990,1.5 Ecoblue 88kW ST-Line Auto,2018,27000,Diésel,Automatica,Granollers
627,Toyota,Yaris,13490,1.5 Hybrid Active,2017,57950,Híbrido,Automatica,Hospitalet
628,Abarth,500,14780,595 Competizione 1.4 T-Jet 180cv E6 Sec,2015,89000,Gasolina,Automatica,Sabadell 1
629,Audi,A4,17850,2.0 TDI 110kW (150CV) S tronic,2017,132853,Diésel,Automatica,Sabadell 1
630,BMW,Serie 4,22490,420d Gran Coupe,2015,100787,Diésel,Automatica,Sabadell 1
631,Suzuki,Vitara,16990,1.6 DDiS GLX 4WD TCSS,2017,87024,Diésel,Automatica,Sabadell 1
632,Mazda,CX-3,14990,2.0 SKYACTIV GE Style Nav 2WD,2015,49000,Gasolina,Manual,Gavá
633,Volkswagen,T-Roc,19590,Edition 1.0 TSI 85kW (115CV),2018,64181,Gasolina,Manual,Sabadell 1
634,Peugeot,308,16280,GTi 184KW (250CV),2016,112000,Gasolina,Manual,Sabadell 1
635,Renault,Megane,16990,Business TCe 85 kW (115CV) GPF,2020,17000,Gasolina,Manual,Granollers
636,Mini,Mini,19490,COOPER,2017,48000,Gasolina,Automatica,Granollers
637,BMW,Serie 1,15290,116d,2017,77800,Diésel,Manual,Badalona
638,Porsche,Cayenne,20990,3.0 TD Tiptronic,2012,220000,Diésel,Automatica,Badalona
639,Volkswagen,Touareg,18990,3.0 V6 TDI 245 Tiptronic BlueMotion Tech,2012,155000,Diésel,Automatica,Badalona
640,Nissan,Qashqai,12990,1.6dCi S&S TEKNA PREM 4x2 XTRONIC Piel,2014,137000,Diésel,Automatica,Badalona
641,Kia,Ceed,13790,1.6 CRDi VGT 100kW (136CV) Tech,2018,90760,Diésel,Manual,Viladecans
642,Nissan,Qashqai,17490,1.2 DIG-T 85 kW (115 CV) Acenta,2018,37119,Gasolina,Manual,Viladecans
643,Nissan,JUKE,10490,1.2 DIG-T TEKNA,2016,103127,Gasolina,Manual,Sabadell 2
644,Renault,Scenic,10990,Intens dCi 110,2016,107410,Diésel,Manual,Sabadell 3
645,SEAT,Ibiza,9990,1.2 TSI 90cv Style,2016,99869,Gasolina,Manual,Mataró
646,Volkswagen,T-Roc,24990,Sport 2.0 TSI 140kW (190CV) 4 Motion DSG,2018,61220,Gasolina,Automatica,Gavá
647,Mercedes,Benz Clase GLA,17490,GLA 200 d Urban,2016,132203,Diésel,Manual,Gavá
648,Dacia,Sandero,9490,Ambiance 1.0 54kW (73CV),2017,17300,Gasolina,Manual,Hospitalet
649,Toyota,Yaris,11990,1.5 Hybrid Active,2018,98400,Híbrido,Automatica,Gavá
650,Opel,Grandland X,15990,1.5 CDTi Excellence,2018,39456,Diésel,Manual,Viladecans
651,Mini,Mini,13790,ONE,2016,40000,Gasolina,Manual,Viladecans
652,Peugeot,308,13990,5p Allure 1.2 PureTech 81KW (110CV) S&S,2018,75515,Gasolina,Manual,Hospitalet
653,Hyundai,Tucson,15490,1.6 GDi BlueDrive Tecno 4x2,2017,83000,Gasolina,Manual,Viladecans
654,BMW,Serie 2,29990,218iA Gran Coupe,2020,25807,Gasolina,Automatica,Esplugas
655,Kia,Ceed,14990,1.0 T-GDi 88kW (120CV) Drive,2019,32000,Gasolina,Manual,Granollers
656,SEAT,Ibiza,10290,1.0 EcoTSI 70kW Style Connect,2017,52000,Gasolina,Manual,Badalona
657,Citroen,C4,6990,1.6 e-HDi 115cv Tonic,2014,160500,Diésel,Manual,Badalona
658,Audi,A1,15990,Sportback 1.4 TFSI Adrenalin SLine,2017,53000,Gasolina,Manual,Badalona
659,Abarth,500,18490,595 Competizione 1.4 16v T-Jet 132kW E6,2018,74552,Gasolina,Manual,Esplugas
660,Ford,Kuga,18490,1.5 EcoBoost 88kW 4x2 Trend,2019,25396,Gasolina,Manual,Esplugas
661,Audi,Q2,21990,sport ed 2.0 TDI 140kW quattro S tronic,2017,106455,Diésel,Automatica,Esplugas
662,SEAT,Leon,7990,1.6 TDI 105cv Style,2013,144000,Diésel,Manual,Badalona
663,BMW,X1,18490,xDrive18d,2016,122916,Diésel,Manual,Viladecans
664,Kia,Stonic,13490,1.0 T-GDi 88kW (120CV) Drive Eco-Dynam,2018,91388,Gasolina,Manual,Viladecans
665,Volkswagen,Passat,14990,Sport 2.0 TDI 150CV BMT DSG,2015,111240,Diésel,Automatica,Viladecans
666,SEAT,Arona,16990,1.0 TSI 85kW (115CV) FR Ecomotive,2018,19754,Gasolina,Manual,Mataró
667,Audi,A3,24990,Sportback Design 35 TFSI 110kW S tronic,2019,30450,Gasolina,Automatica,Hospitalet
668,Kia,Picanto,10990,1.0 CVVT 49kW (67CV) Concept,2020,14000,Gasolina,Manual,Badalona
669,Audi,A1,12990,Sportback 1.0 TFSI 95CV Adrenalin,2015,95100,Gasolina,Manual,Hospitalet
670,BMW,Serie 4,22990,420d Gran Coupe,2016,104000,Diésel,Automatica,Badalona
671,Renault,Megane,6990,Dynamique EDC dCi 110,2012,131783,Diésel,Manual,Mataró
672,Ford,Kuga,9990,2.0 TDCi 140 4x2 Titanium,2012,110155,Diésel,Manual,Mataró
673,SEAT,Leon,10990,1.6 TDI 105cv St&Sp Style,2014,138000,Diésel,Manual,Granollers
674,Toyota,Yaris,13990,1.5 Hybrid Active,2018,65000,Híbrido,Automatica,Viladecans
675,Renault,Kadjar,16990,Zen Energy dCi 81kW (110CV),2018,45000,Diésel,Manual,Granollers
676,Volkswagen,Touran,24990,Advance 1.5 TSI 110kW (150CV) DSG,2019,52444,Gasolina,Automatica,Esplugas
677,Citroen,C1,10490,PureTech 60KW (82CV) Feel,2018,20674,Gasolina,Manual,Esplugas
678,Mazda,CX-3,14590,1.5 SKYACTIV DE Lux White 2WD,2016,62858,Diésel,Manual,Viladecans
679,Chevrolet,Cruze,6490,1.6 LS,2011,97806,Gasolina,Manual,Viladecans
680,BMW,Serie 1,25990,118d,2021,28237,Diésel,Automatica,Viladecans
681,Toyota,Rav4,16490,2.0 150 AWD Executive,2015,131023,Gasolina,Manual,Esplugas
682,BMW,Serie 1,9990,118d,2013,181200,Diésel,Manual,Sabadell 3
683,BMW,Serie 1,26840,118d Pack M,2021,24000,Diésel,Automatica,Sabadell 1
684,Volkswagen,Golf,17990,Business 1.5 TSI EVO 96kW (130CV),2019,26951,Gasolina,Automatica,Sabadell 2
685,Mercedes,Benz Clase A,7790,A 180 CDI Exclusive Edition,2011,60000,Diésel,Manual,Badalona
686,Renault,Talisman,17990,S.T. SL ICON Energy dCi 96 kW (130CV),2018,56000,Diésel,Automatica,Hospitalet
687,Peugeot,208,17990,PureTech 73kW (100CV) GT Line,2020,22577,Gasolina,Manual,Gavá
688,Audi,A8,31490,L 4.0 TFSI 435CV quattro tiptronic,2015,146000,Gasolina,Automatica,Granollers
689,Kia,Ceed,16290,1.0 MHEV 88kW (120CV) Tech DCT,2021,13590,Gasolina,Manual,Sabadell 2
690,Volkswagen,Tiguan,14990,2.0 TDI 177cv DSG 4x4 Sport BMotion Tech,2014,162895,Diésel,Automatica,Mataró
691,Hyundai,Tucson,16690,1.6 GDi BlueDrive Link 4x2,2018,68750,Gasolina,Manual,Sabadell 1
692,Citroen,C3,11490,PureTech 60KW (82CV) SHINE,2017,49200,Gasolina,Manual,Badalona
693,Mini,Mini,13990,COOPER D 5 PUERTAS,2015,136800,Diésel,Automatica,Hospitalet
694,Audi,A3,7780,Sportback 1.6 TDI 105 S tronic Ambition,2011,147000,Diésel,Manual,Sabadell 1
695,Ford,Fiesta,13990,1.0 EcoBoost 70kW (95CV) Active S/S 5p,2020,40700,Gasolina,Manual,Granollers
696,BMW,Serie 2 Gran Tourer,17490,218d,2017,97570,Diésel,Manual,Granollers
697,Peugeot,308,14990,5p Tech Edition 1.2 PureTech 96KW,2019,27500,Gasolina,Manual,Hospitalet
698,Mitsubishi,ASX,12990,180 DI-D Kaiteki,2015,74000,Diésel,Manual,Hospitalet
699,Abarth,500,12490,595 Turismo 1.4 16v T-Jet 160cv E6,2015,80561,Gasolina,Manual,Gavá
700,Mini,Countryman,11750,ONE COUNTRYMAN,2014,120000,Gasolina,Manual,Sabadell 1
701,BMW,X3,13990,xDrive20d,2011,155044,Diésel,Automatica,Esplugas
702,Audi,A3,13990,1.6 TDI clean diesel 110CV Attracted,2016,134535,Diésel,Manual,Granollers
703,SEAT,Leon,22790,2.0 TSI 221kW (300CV) DSG-6 St&Sp CUPRA,2018,82490,Gasolina,Automatica,Sabadell 2
704,Toyota,Auris,14990,1.8 140H Hybrid Advance,2018,60000,Híbrido,Automatica,Badalona
705,Ford,Fiesta,7490,1.5 TDCi 75cv Trend 5p,2015,146388,Diésel,Manual,Viladecans
706,SEAT,Ibiza,12950,1.0 EcoTSI 85kW (115CV) FR,2018,55548,Gasolina,Manual,Sabadell 1
707,Nissan,X-Trail,17490,5 Pl. dCi 96 kW (130 CV) Xtronic TEKNA,2017,97900,Diésel,Automatica,Granollers
708,Ford,Fiesta,4990,1.25 60cv Urban,2011,116300,Gasolina,Manual,Granollers
709,BMW,Serie 3,9990,330xi,2007,145500,Gasolina,Automatica,Granollers
710,Opel,Mokka X,12990,1.4 T 103kW (140CV) 4X2 S&S Excellence,2017,87000,Gasolina,Manual,Viladecans
711,Peugeot,5008,7490,Sport Pack 1.6 HDI 112 FAP,2010,107108,Diésel,Manual,Viladecans
712,Mini,Mini,19490,COOPER D CABRIO,2017,56819,Diésel,Manual,Esplugas
713,Land,Rover Range Rover Evoque,17990,2.2L DW12C 190CV 4WD Prestige,2011,118300,Diésel,Automatica,Sabadell 2
714,Nissan,X-Trail,17990,1.6 dCi XTRONIC N-CONNECTA,2017,61000,Diésel,Automatica,Badalona
715,Hyundai,Tucson,14990,1.7 CRDi BlueDrive Tecno Sky Safe 4x2,2015,113000,Diésel,Manual,Badalona
716,Toyota,Yaris,13990,1.5 Hybrid Feel,2018,61218,Híbrido,Automatica,Mataró
717,Mazda,Mazda6,14490,2.2 DE 150cv Luxury WGN,2015,84100,Diésel,Manual,Hospitalet
718,Renault,Grand Scenic,9990,SELECTION Energy dCi 110 eco2 7p Euro 6,2015,152710,Diésel,Manual,Sabadell 1
719,Opel,Insignia,6760,2.0 CDTI Start & Stop 130 CV Selective,2012,191326,Diésel,Manual,Sabadell 1
720,Audi,A3,12490,Sportback 1.6 TDI Ambiente Ed. especial,2013,134347,Diésel,Manual,Sabadell 1
721,Citroen,C4 Cactus,8980,PureTech 82cv Feel Edition,2015,116000,Gasolina,Manual,Sabadell 1
722,Mini,Mini,11990,Cooper SD,2011,124211,Diésel,Manual,Sabadell 1
723,Mini,Countryman,8990,1.6 Cooper D,2011,104000,Diésel,Manual,Sabadell 1
724,Volkswagen,Polo,7990,Advance 1.0 75CV BMT,2015,129700,Gasolina,Manual,Viladecans
725,Volkswagen,Polo,8990,Advance 1.2 TSI 90CV BMT,2016,145700,Gasolina,Manual,Hospitalet
726,Mercedes,Benz Clase GLC,35990,GLC 250 d 4MATIC,2018,103000,Diésel,Automatica,Hospitalet
727,Hyundai,Tucson,19490,1.7 CRDi 104kW BD Tecno Sky Safe DCT 4x2,2017,67000,Diésel,Automatica,Mataró
728,Volkswagen,Golf,14490,Edition 1.0 TSI 81kW (110CV),2017,61071,Gasolina,Manual,Viladecans
729,Toyota,Prius,15990,1.8 Prius hibrido,2017,84735,Híbrido,Automatica,Viladecans
730,Hyundai,i30,23960,2.0 TGDI N Performance,2018,68264,Gasolina,Manual,Sabadell 1
731,Ford,Focus,17890,1.0 Ecoboost 92kW ST-Line SportBr,2019,21287,Gasolina,Manual,Sabadell 1
732,BMW,Serie 1,16540,118d xDrive pack M,2017,75600,Diésel,Automatica,Sabadell 1
733,Skoda,Fabia,6690,1.2 TSI 90cv Active,2015,132000,Gasolina,Manual,Sabadell 1
734,Hyundai,i20,11880,1.0 TGDI 74kW (100CV) Tecno LE,2018,37044,Gasolina,Manual,Sabadell 1
735,Audi,A3,15490,Sedan 1.6 TDI clean 110CV Attraction,2016,132252,Diésel,Manual,Granollers
736,Renault,Clio,10520,Dynamique Energy TCe 90 eco2 Euro 6,2015,75000,Gasolina,Manual,Sabadell 1
737,Kia,Sportage,17280,1.6 CRDi 85kW (115CV) Drive 4x2,2019,70265,Diésel,Manual,Sabadell 1
738,Ford,Focus,6990,1.6 TDCi 115cv Trend,2014,127916,Diésel,Manual,Sabadell 1
739,Mazda,CX-3,16990,2.0 SKYACTIV GE 88kW Luxury 2WD,2018,42875,Gasolina,Automatica,Mataró
740,BMW,Serie 1,13490,116d EfficientDynamics,2016,124120,Diésel,Manual,Mataró
741,Audi,A3,11990,2.0 TDI 150cv Attraction,2012,125000,Diésel,Manual,Granollers
